Name,RA_Simbad,DEC_Simbad
2MASS J00240279-7205033                                                            ,00 24 02.79600     ,-72 05 03.3864     
MSS2012 30                                              ,00 24 02.733       ,-72 05 02.80       
[MSS2012] 30                                                        ,00 24 02.733       ,-72 05 02.80       
[MSS2012] 30                                                        ,00 24 02.733       ,-72 05 02.80       
CXOGlb J002402.6-720538                                                        ,00 24 02.597       ,-72 05 38.41       
Cl* NGC  104      R       4                                                      ,00 24 02.58        ,-72 05 07.5        
CXOGlb J002402.5-720511                                                        ,00 24 02.533       ,-72 05 11.25       
CXOGlb J002402.5-720444                                             ,00 24 02.522        ,-72 04 44.24       
CXOGlb J002402.5-720444                                                        ,00 24 02.522       ,-72 04 44.24       
CXOGlb J002402.1-720450                                             ,00 24 02.226        ,-72 04 50.63       
CXOGlb J002402.1-720450                                                        ,00 24 02.226       ,-72 04 50.63       
CXOGlb J002402.1-720450                                                        ,00 24 02.226       ,-72 04 50.63       
CXOGlb J002402.1-720450                                                        ,00 24 02.226       ,-72 04 50.63       
CXOGlb J002402.1-720542                                                        ,00 24 02.141       ,-72 05 41.94       
CXOGlb J002401.7-720512                                                        ,00 24 01.775       ,-72 05 12.30       
[MSS2012] 24                                                                      ,00 24 01.5757177020,-72 04 46.170163914
Cl* NGC  104    EGG V13                                                        ,00 24 01.451       ,-72 04 47.11       
PSR J0024-7204Y                                                          ,00 24 01.4016      ,-72 04 41.837      
[CPF2015] COM-47TucY                                                          ,00 24 01.4010      ,-72 04 41.875      
CXOGlb J002401.3-720448                                                        ,00 24 01.312       ,-72 04 48.19       
CXOGlb J002359.6-720443                                                        ,00 23 59.625       ,-72 04 43.03       
V410 Cas                                                                      ,00 23 27.6301941074,+61 46 29.051884298
V1033 Cas                                                           ,00 22 57.6446745715,+61 41 07.570544184
FBS 0019+348                                                                      ,00 21 48.4446869840,+35 04 51.212017915
CM Phe,00 21 33.1735182987,-51 42 34.646504131
V592 Cas,00 20 52.2230642582,+55 42 16.233043666
VW Tuc                                                                      ,00 20 19.0604008993,-73 52 07.784040899
QQ Vul,00 19 49.9252841335,+21 56 52.166609264
HP And                                                   ,00 19 09.2         ,+41 27 42          
V479 And                                                           ,00 18 56.9330180725,+34 54 44.233190974
V513 Cas,00 18 14.9155201336,+66 18 13.654082548
