GCVS-Name,RA(2000),Dec(2000),PM-RA,PM-RAerr,PM-Dec,PM-Decerr,Epoch,l,b,Type,Period,Outburst,Cluster,Mag. Range,Coord-Ref.,PM-Ref,Type-Ref.,Chart-Ref.,Spect-Ref.,Period-Ref.,Other-Name,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,
GL Sge,20:07:09.,+18:51:39.,,,,,,58,-7,UG,,,,16p-20p,ICRS,,T00000,1967-02,,,S 9975,,,,,,,,,,,
V2274 Cyg,20:07:17.94,+36:04:37.2,,,,,,73,2,na,,2001.53,,11.7V-<19.5r,2001-52,,2001-52,2001-51*,2001-53X:,*,N Cyg 2001 No.1,,,,,,,,,,,
WZ Sge,20:07:36.41,+17:42:15.4,0.0743,0.0004,-0.0195,0.0004,1994.46,58,-8,ugwz/dq,0.056688,,,7.V-15.5V,ICRS,2003-113,1987-08/1994-46,1982-03,1981-03S,1997-52,HV 3518,Y,Y,,,Y,Y,Y,,Y,,
GS Pav,20:08:07.61,-69:48:58.6,0.0168,0.0122,-0.0291,0.0114,1998408,326,-32,cv,0.15527,,,15.0p-18.0V,2000-108,2000-108,1995-07,1963-03,1995-07S,1998-63,S 7040,,Y,,,,,,,,,
V349 Pav,20:08:55.86,-65:27:43.5,,,,,,331,-33,am,0.1109,,,>18.0j-19.5j,ICRS,,1995-41,1993-01,1993-01S,1993-01,Pav1, V2008-6527,,,,,,,,,,
AX Cap,20:08:57.01,-17:16:38.1,-14,3,34,4,2000,25,-25,ugsu,,,,16p-21.5V,2003-115,2003-115,2004-52,1994-34*,1994-03S,*,Cap4, 2006-1725,,,,,,,,,,
ET Sge,20:09:06.34,+17:43:41.0,,,,,,58,-8,UG:,,,,16p-<20p,ICRS,,T00000,1964-01,,,S 8361,,,,,,,,,,,
V2361 Cyg,20:09:19.09,+39:48:52.2,,,,,,76,4,n,,2005.11,,8.9p-,2005-18,,2005-19,A9999-99,2005-19X:,,Nova Cygni 2005,,,,,,,,,,,
V1310 Cyg,20:09:32.42,+41:00:28.8,-2,5,6,1,2000,77,4,ugSS,,,,15.9p-<19p,2003-115,2003-115,1987-04/T00000,1969-07,,,GR 135,,,,,,,,,,,
V1316 Cyg,20:12:13.62,+42:45:51.5,,,,,,79,4,ugSU:,,,,14.1V-17.6V,ICRS,,1987-04/T00000,2000-58*,1992-06X,,GR 141,,,,,,,,,,,
V1101 Aql,20:13:04.07,+15:35:46.8,,,,,,56,56,ugz/cv:,0.1442,,,14.3V-14.7V,ICRS,,1982-03/1995-18,1982-03,1995-18S,1998-80,139.1940,,,,,,,,,,,
Cyg,20:15:14.79,+36:59:23.5,,,,,,75,1,cv,,,,18.3R-,ICRS,,2001-20,2001-20,2001-20S,,MGHT 5,,,,,,,Y,,,,
Cyg,20:15:36.04,+37:04:57.8,16,2,2,8,2000,75,1,cv,,,,18.6R-,2003-115*,2003-115,2001-20,2001-20,2001-20S,,MGHT 4,,,,,,,Y,,,,
Cyg,20:15:37.00,+37:11:22.6,,,,,,75,1,cv,,,,17.5R-,ICRS,,2001-20,2001-20,2001-20S,,MGHT 2,,,,,,,Y,,,,
V1377 Cyg,20:16:49.,+38:21:08.,,,,,,76,1,UG:,,,,17.1p-18.5p,ICRS,,T00000,1969-08*,,,GR 166,,,,,,,,,,,
V767 Cyg,20:16:49.99,+53:12:24.3,,,,,,88,9,ug,,,,15.0p-<17.5p,ICRS,,2000-51,1957-04,1999-08S,,S 3826,,,,,,,,,,,
V794 Aql,20:17:33.92,-03:39:50.8,-0.0437,5,-0.0111,5,2000,40,-21,vy,,,,13.7B-20.2B,2004-106,2004-106,1995-41,1982-03*,1981-05S,*,499.1936,Y,Y,,,Y,,Y,,,,
V Sge,20:20:14.69,+21:06:10.4,-0.0027,0.0006,-0.0084,0.0011,2000,62,-9,nlv,0.514197,,,10.5V-14.5V,2004-105,2004-105,1998-02,1983-12,1983-12S,1999-102,He 3-1879,Y,Y,,,Y,,Y,,,,
Del,20:20:37.,+20:11: ,,,,,,61,-9,nl?,,,,10.5p-11.5p,1953-01*,,1989-16,A9999-99*,,,NSV 13022,,,,,,,,,,,
PU Vul,20:21:13.30,+21:34:18.4,,,,,,,,non-cv,,1979.,,- ,,,1987-08*,,,,Kuwano's NL,,,,,,,,,,,
V4738 Sgr,20:22:37.53,-39:54:12.8,,,,,,1,-34,am,0.054179,,,18.5V-19.5V,ICRS,,1997-06,1997-06,1997-06S,1997-06,RX J2022-3954,,,,,,,Y,,,,
Cap1,20:22:42.26,-21:07:54.7,7,0.0037,-0.0041,0.0038,2000,23,-29,cv,,,,12.5v- ,2004-105,2004-105,1988-03*,A00001,1988-03S,,StHA 176,,,,,,,,,,,
V1776 Cyg,20:23:30.51,+46:31:29.5,-2,5,-0.0001,5,2000,83,5,ux,0.164739,,,17.2V-18.4V,2004-106,2004-106,1995-41,1983-05,1983-05S,1990-36,Lanning 90,Y,Y,,,,Y,,,,,
MN Dra,20:23:38.33,+64:36:27.0,,,,,,99,15,ugsu,0.10424,,,15.9R-19.3R,ICRS,,2002-66,2002-66,,2003-42,Antipin V73,,,,,,,,,,,
V404 Cyg,20:24:03.78,+33:52:03.2,,,,,,,,non-cv,,1938.,,- ,,,1994-53*,,,,100.1938,,,,,,,,,,,
Cep,20:24:45.94,+60:16:23.9,,,,,,96,13,cv::,,,,18.4j-,ICRS,,2002-83,2002-83,,,var. near NGC 6946,,,,,,,,,,,
CM Del,20:24:56.92,+17:17:55.1,0.0084,5,5,5,2000,59,-11,ug/ux,162,,,13.4v-15.3v,2004-106,2004-106,1992-32/1995-41,1982-03,1985-07S,1985-19,147.1930,Y,Y,,,,,,,,,
Cap,20:24:59.47,-22:33:23.1,0.01,2,-8,5,2000,21,-30,cv:,,,,16.4V-,2003-115,2003-115,1999-57,A9999-99,1999-57S,,EC 20220-2243,,,,,,,,,,,
Cep,20:25:20.13,+76:22:22.4,,,,,,110,21,cv,,,,21.8g-,2006-05,,2006-05,A9999-99,2006-05S,,SDSS J202520+762222,,,,,,,,,,,
EZ Del,20:25:22.93,+15:45:57.9,,,,,,58,-12,ug,0.2234,,,14.5p-16.5p,ICRS,,1982-03,1997-28*,2004-01S,2004-01,S 4505,,,,,,,,,,,
V374 Vul,20:26:08.76,+28:09:39.2,,,,,,,,non-cv,,1987.87,,- ,,,1999-09*,,,,LD 171,,,,,,,,,,,
V2276 Sgr,20:26:22.16,-43:40:32.0,,,,,,357,-35,ug,,,,14.3p-<16.7p,ICRS,,1982-03,1982-03,2003-15S*,,S 6738,,,,,,,,,,,
QU Vul,20:26:46.02,+27:50:43.2,,,,,,69,-6,na,0.111765,1984.99,,5.6v-17.5R,ICRS,,1987-08,1987-08,1995-09X,1995-09,,Y,Y,,,,Y,Y,,,,
IO Del,20:26:47.,+18:31:00.,,,,,,61,-11,ugwz:,,,,15.5p-<20p,C00001,,1994-47,1970-03*,,,S 10693,,,,,,,,,,,
V503 Cyg,20:27:17.40,+43:41:22.7,-0.02,2,-46,1,2000,82,3,ugsu,0.0777,,,13.4V-17.6V,2003-115,2003-115,1995-41,1987-04,1992-06S,1999-97,S 4524,Y,Y,,,,,,,,,
V1390 Cyg,20:28:23.32,+39:03:55.3,-0.0013,5,-0.0001,5,2000,78,0,ugSU,,,,16.0p-<18.1p,2004-106,2004-106,1987-04/T00000,1987-04,1999-08S,,GR 177,,,,,,,,,,,
KK Tel,20:28:38.52,-52:18:45.0,0.02,2,0,9,2000,346,-36,ugsu,0.0845,,,13.5V-19.6V,2003-115,2003-115,2003-11,1982-03,1995-07S,2003-81,S 6888,,,,,,,,,,,
V1974 Cyg,20:30:31.67,+52:37:50.8,,,,,,89,8,na,0.08126,1992.14,,4.2v-16.1V,ICRS,,1993-13,2000-15,1993-13X,2002-126,,Y,Y,,,,,Y,,,Y,
IS Del,20:31:09.57,+16:23:09.1,-14,1,-12,4,2000,60,-13,ug,,,,15p-<17.5p,2003-115,2003-115,1993-24,1982-03,2003-15S,,S 10699,,,,,,,,,,,
TU Ind,20:33:10.59,-45:26:00.5,8,14,0.01,1,2000,355,-36,ug,,,,12.9B-18.1V,2003-115,2003-115,1982-03,1982-03,1995-07S,,S 6749,,,,,,,,,,,
TT Ind,20:33:37.08,-56:33:44.6,,,,,,341,-36,ugz,,,,12.9V-18.3V,ICRS,,1982-03,1982-03,1995-07S,,S 6899,,,,,,,,,,,
Cyg1,20:34:14.51,+50:48:05.9,,,,,,88,6,cv:,,,,14.8V- ,ICRS,,1986-03,1986-03,1986-03S,,NSV 25181,,,,,,,,,,,
V1052 Cyg,20:36:06.39,+54:31:42.5,0.0019,5,0.0097,5,2000,91,8,UGSS,,,,15.8p-<17.5p,2004-106,2004-106,T00000,1963-02,1999-08S,,S 7916,,,,,,,,,,,
CM Mic,20:36:54.64,-43:22:31.5,0.0113,0.0058,-0.0041,0.0058,2000,357,-37,ug:,,,,14.9B-15.9B,2004-105,2004-105,2001-56,A9999-99,2001-56S,,EC 20335-4332,,,,,,,,,,,
HO Del,20:36:55.51,+14:03:09.3,,,,,,58,-16,ugsu,0.0627,,,13.6p-<17.2p,ICRS,,1994-39,1991-15,1998-03S,2003-81,S 10066,,,,,,,,,,,
V747 Cyg,20:37:17.68,+50:19:39.1,-0.0016,5,0.0013,5,2000,88,5,cv/NL:,,,,11.7p-12.5p,2004-106,2004-106,1994-07/T00000,1953-04,1994-07S,,34.1934,,,,,,,,,,,
IL Vul,20:38:32.72,+22:42:16.7,,,,,,66,-11,ug,,,,15p-20p,2005-71,,1987-04,1987-04,1999-08X,,S 9068,,,,,,,,,,,
AE Aqr,20:40:09.16,-00:52:15.1,0.0709,0.0016,0.0147,0.0016,2000,45,-24,dq,0.411656,,,9.8V-11.8V,2000-110,2000-110,1995-41,1983-12,1983-12S,1993-40,342.1931,Y,Y,,,Y,Y,Y,Y,Y,,
TY Vul,20:41:44.,+25:35:11.,,,,,,69,10,UG,,,,14p-19p,C00001,,T00000,1980-09*,,*,38.1923,,,,,,,,,,,
HR Del,20:42:20.35,+19:09:39.3,-2,1,-0.0101,1,2000,63,-14,nb,0.214165,1967.,,3.5v-12.3B,2004-105,2004-105,1987-08,1987-08,1996-14S,1988-25,,Y,Y,,,,,,,,,
V1697 Cyg,20:43:17.,+42:42:39.,,,,,,82,0,UG:,,,,16.5U-<17.5U,C00001,,T00000,1991-15*,,,SVS 2272,,,,,,,,,,,
Aqr,20:44:48.92,-04:59:28.8,0.00283,0.0039,-0.00223,0.00389,2000738,42,-27,cv,1.68,,,16.9s-,2006-22,2006-22,2003-22,A9999-99,2003-22S,2005-117,SDSS J204448-045929,,,,,,,,,,,
UY Mic,20:44:53.64,-38:39:24.6,0.0045,0.0047,-0.0065,0.0047,2000,4,-38,cv:,,,,13.5p-14.6p,2004-105,2004-105,1988-09,1963-03,1988-09S,,S 6772,,,,,,,,,,,
Cep,20:46:38.66,+60:38:03.6,,,,,,97,11,ug:,,,,15.3p-18.1r,2003-76,,2003-76,A9999-99,,,Antipin V75,,,,,,,,,,,
V516 Cyg,20:47:09.78,+41:55:26.5,-0.0017,6,-0.0127,0.0056,2000,82,0,ugSS,,,,13.8p-16.8p,2004-105,2004-105,1987-04/T00000,1987-04,1994-07S,,S 4530,,,,,,,,,,,
Aqr,20:47:20.76,+00:00:07.7,-0.00908,0.0039,-0.01349,0.00389,2001718,47,-26,cv,,,,19.4s-,2006-22,2006-22,2004-45,A9999-99,2004-45S,,SDSS J204720+000007,,,,,,,,,,,
Aqr,20:48:17.85,-06:10:44.8,0.01546,0.0039,-0.02267,0.00389,2000672,41,-29,cv,0.0606,,,19.4s-,2006-22,2006-22,2003-22,A9999-99,2003-22S,2005-04,SDSS J204817-061045,,,,,,,,,,,
Aqr,20:48:27.91,+00:50:08.9,0.00556,0.0039,-0.00154,0.00389,2001786,48,-25,am,175,,,19.7s-,2006-22,2006-22,2005-63,A9999-99,2005-63S,2005-63,SDSS J204827+005008,,,,,,,,,,,
Aqr,20:50:17.84,-05:36:26.8,-0.00865,0.0039,0.00686,0.00389,2000738,42,-29,nl,0.0958,,,17.8V-19.6V,2006-22,2006-22,2003-22,A9999-99,2003-22S,2004-10,SDSS J205017-053627,,,,,,,Y,,,,
V751 Cyg,20:52:12.78,+44:19:26.1,-0.0114,0.0052,-0.0012,0.0052,2000,85,0,vy,0.144464,,,13.2V-16.V,2004-105,2004-105,1995-41,1958-02,1995-18S,2001-01,SVS 1202,,Y,,,,,,,,,
V1330 Cyg,20:52:44.83,+35:59:27.4,,,,,,78,-5,na,,1970.,,9p-18.5B,ICRS,,1987-08,1987-08*,1974-01X:,,,,,,,,,,,,,
V1711 Cyg,20:55:00.56,+44:55:31.7,,,,,,86,0,UG:,,,,15.0p-<17.5p,ICRS,,T00000,1976-01,,,SVS 2277,,,,,,,,,,,
UY Vul,20:55:52.86,+26:40:51.3,,,,,,,,non-cv,,,,- ,,,1990-27*,,,,150.1904,,,,,,,,,,,
Mic,20:56:,-30:14:,,,,,,15,-39,cv,73,,,-,2005-10,,2005-10,,,2005-10,CTCV J2056-3014,,,,,,,,,,,
UZ Vul,20:56:45.98,+23:34:36.0,,,,,,,,non-cv,,,,- ,,,1990-27*,,,,151.1904,,,,,,,,,,,
VW Vul,20:57:45.07,+25:30:25.7,-0.0022,0.0057,-0.0048,0.0056,2000,71,-13,ugsu,0.1687,,,13.6V-15.6V,2004-105,2004-105,1987-21,1982-03,1985-07S,1998-72,153.1904,Y,,,,,,Y,,,,
V450 Cyg,20:58:47.39,+35:56:27.9,,,,,,79,-6,nb,,1942.4,,7.8p-16.3p,C00002,,1987-08,1987-08:*,1943-03X:,,85.1942,,,,,,,,,,,
Aqr,20:59:14.87,-06:12:20.5,-0.00493,0.0039,-0.01127,0.00389,2000672,43,-31,cv,,,,18.4s-,2006-22,2006-22,2003-22,A9999-99,2003-22S,,SDSS J205914-061221,,,,,,,,,,,
Aqr,21:00:14.11,+00:44:46.0,0.00094,0.0039,-0.00777,0.00389,2001786,50,-26,ugsu,79,,,18.8s-,2006-22,2006-22,2005-13,A9999-99,2005-13S,2004-45,SDSS J210014+004446,,,,,,,,,,,
Equ,21:01:31.26,+10:52:51.5,,,,,,59,-23,nl,,,,18.1s-,2003-22,,2003-22,A9999-99,2003-22S,,SDSS J210131+105252,,,,,,,,,,,
V407 Cyg,21:02:09.85,+45:46:33.0,,,,,,,,non-cv,,,,- ,,,1987-08*,,,,AS 453,,,,,,,,,,,
Aqr,21:02:41.09,-00:44:08.3,0.0022,0.0039,0.0018,0.00389,2001718,49,-29,cv:,,,,17.2s-,2006-22,2006-22,2004-45,A9999-99,2004-45S*,,SDSS J210241-004408,,,,,,,,,,,
V2275 Cyg,21:03:02.00,+48:45:52.9,,,,,,89,1,na,0.3145,2001.63,,6.7V-18.4V,2001-57,,2001-57,2004-17,2002-12X,2005-02,N Cyg 2001 No. 2,,,,,,,,,,,
FX Cep,21:03:06.61,+66:10:32.8,16,2,0.01,4,2000,103,12,ug,,,,15.0p-17.5p,2003-115,2003-115,1995-46,1995-46,1999-08X,,GR 95,,,,,,,,,,,
Aqr,21:04:49.95,+01:05:45.9,,,,,,51,-29,ug,,,,17.1g-20.6g,2006-05,,2006-05,A9999-99*,2006-05S,,SDSS J210449+010545,,,,,,,,,,,
AO Oct,21:05:08.19,-75:21:02.5,,,,,,318,-34,ugsu,0.06535,,,15.3V-21V,ICRS,,2004-10,1982-03,2003-15S,2004-10,S 7103,,,,,,,,,,,
EV Aqr,21:06:19.,+00:51:48.,,,,,,51,-29,UGZ:,,,,12.1p-<14.2p,C00001,,T00000,1991-15*,,,SVS 615,,,,,,,,,,,
V1060 Cyg,21:07:42.18,+37:14:08.8,-0.0025,0.0056,-0.0094,0.0058,2000,81,-6,UGSS,,,,13.5p-18p,2004-105,2004-105,T00000,1966-01,1999-08S,,S 9108,,,,,,,,,,,
HU Aqr,21:07:58.22,-05:17:40.1,-0.06,22,-54,2,2000,45,-33,am,0.08682,,,15.3B-19.8V,2003-115,2003-115,1995-41,1993-26,1993-08S,2001-113,RX J2107.9-0518,,Y,,,,,Y,,Y,Y,
V1062 Cyg,21:08:12.17,+36:49:28.2,16,4,16,7,2000,81,-7,UGSS,,,,15.5p-18p,2003-115,2003-115,T00000,1966-01*,,,S 9110,,,,,,,,,,,
Cyg,21:08:33.95,+39:05:35.1,-0.0112,5,0.0003,5,2000,83,-6,cv:,,,,15.1c-17.9c,2004-106,2004-106,2002-21,2000-42,2002-21S,,Lanning 386,,,,,,,,,,,
V1065 Cyg,21:10:59.03,+38:57:12.9,,,,,,83,-6,UGSS,,,,18p-<20p,ICRS,,T00000,1966-01*,,,S 9113,,,,,,,,,,,
V1500 Cyg,21:11:36.51,+48:09:02.8,-0.05,24,8,2,2000,90,0,na/am,0.139613,1975.67,,2.2B-18.0B,2003-115,2003-115,1987-08/1995-41,1987-08*,1988-04S,1995-65,RX J2111.6+4809,Y,Y,Y,,,,Y,,,,
VY Aqr,21:12:09.26,-08:49:37.1,0.0403,5,-47,5,2000,42,-35,ugwz,0.06309,,,8.0B-17.5B,1987-28,1987-28,1987-08,1982-03,1992-01S,1997-38,Ross 88,Y,Y,,,,Y,Y,,,,
V364 Peg,21:12:29.58,+12:32:05.0,-18,2,-12,2,2000,62,-24,ug/ugsu,,,,16.0R-<19.0R,2003-115,2003-115,1999-31,1998-20,1998-20X,*,BAO 02,,,,,,,,,,,
EF Peg,21:15:04.,+14:03:50.,,,,,,64,-23,ugsu,,,,10.7V-18.5V,ICRS*,,1995-41,1979-06*,1994-16S,*,143.1935,Y,Y,,,,,,,,,
CD Ind,21:15:40.97,-58:40:53.6,,,,,,337,-41,am,0.077006,,,16.0v-17.8V,ICRS,,1996-23,1996-17,1996-17S,1999-70,Ind1, EUVE J2115-586,,Y,,,,,Y,,,Y
Equ,21:16:05.43,+11:34:07.5,,,,,,62,-25,cv,,,,15.3s-,2004-45,,2004-45,A9999-99,2004-45S,,SDSS J211605+113407,,,,,,,,,,,
V2151 Cyg,21:18:55.43,+54:12:51.1,,,,,,,,non-cv,,,,-,,,1997-45*,,,,HIP 105230,,,,,,,,,,,
Ind,21:21:26.53,-54:04:34.7,-0.0019,0.0033,-0.0046,0.0031,2000,343,-43,nl,0.1545,,,13.7V-,2004-105,2004-105,2003-24,A9999-99,,2003-24,EC 21178-5417,,,,,,,,,,,
CV Aqr,21:21:46.,-14:17:39.,,,,,,,,non-ex,,,,-,,,2000-102*,,,,HV 6262,,,,,,,,,,,
Aqr,21:23:13.,-02:14:46.6,,,,,,50,-34,cv:,,,,16.8c-<20.j,2005-50,,2005-50,2005-50,,,ROTSE3 J212313,,,,,,,,,,,
V2069 Cyg,21:23:44.84,+42:18:01.8,0.0047,5,-0.0037,5,2000,87,-6,cv/dq:,0.31168,,,16.0V- ,2004-106,2004-106,1996-09,1996-09,1996-09S,2001-43,Cyg6, RX J2123.7+421,,,,,,,Y,,,
CH Gru,21:28:35.08,-42:32:31.3,,,,,,359,-46,n:,,,,18.3B-19.8B,ICRS,,1983-13,1981-14,1983-13S,,Gru4, Hawkins V5,,,,,,,,,,
V1075 Cyg,21:29:18.78,+42:19:11.2,4,0,0,3,2000,88,-6,UGSS,,,,16.4p-<18p,2003-115,2003-115,T00000,1964-01*,,,S 8393,,,,,,,,,,,
Peg,21:29:57.34,+12:10:43.7,,,,,,65,-27,ug,,,G,20.2U-,2005-16,,2005-16,2005-16,,,NGC 7078 C,,Y,,,,,,,,,
Peg,21:29:58.32,+12:10:01.3,,,,,,65,-27,ug,,,G,17.6U-<22.5U,ICRS*,,2004-59,2002-04,,,NGC 7078 CCZ-V1,,Y,,,,,Y,,,,
Peg,21:29:58.32,+12:10:12.5,,,,,,65,-27,ug:,,,G,21.8U-,2005-16,,2005-16*,2005-16,,,NGC 7078 B,,Y,,,,,,,,,
Cyg,21:30:18.49,+47:09:07.6,,,,,,91,-3,cv,,,,- ,1997-03,,1997-03,1997-03*,1997-03S,,RX J2130.3+4709,,,,,,,Y,Y,,,
VZ Aqr,21:30:24.64,-02:59:17.1,0.0128,5,0.0149,5,2000,51,-36,ug,,,,11.3p-17.2p,1987-28,1987-28,1982-03,1982-03,1992-01S,,SVS 52,,,,,,,,,,,
CI Gru,21:33:06.85,-42:28:52.0,,,,,,359,-46,ug,,,,16.5B-18.5B,ICRS,,1990-18,1981-14*,1983-13X:,*,Gru1, Hawkins V6,,,,,,,,,,
Cyg,21:33:43.65,+51:07:24.5,,,,,,94,-1,dq,0.2997,,,15.8B- ,ICRS*,,2006-02,1998-18,1998-18S,2006-02,RX J2133.7+5107,,,,,,,Y,,,,
Cap3,21:34:06.10,-18:51:46.3,-16,9,-14,3,2000,32,-46,nl?,,,,18.0p-19.0p,2003-115,2003-115,1989-16,1959-02,,,NSV 13783,,,,,,,,,,,
V1081 Cyg,21:34:15.88,+49:11:26.4,0.0179,5,0.0145,5,2000,93,-1,ugSS,,,,14.5p-<17.5p,2004-106,2004-106,1987-04/T00000,1987-04,1992-06S,,S 8400,,,,,,,,,,,
V630 Cyg,21:34:59.22,+40:40:18.7,,,,,,88,-8,ugsu,,,,13.8V-17.2V,ICRS,,1996-49,1987-04,1992-06S,*,S 4556,,,,,,,,,,,
V632 Cyg,21:36:04.21,+40:26:19.5,0.0071,5,0.0005,5,2000,88,-8,cv/UGSS,,,,12.6p-17.5p,2004-106,2004-106,1996-21/T00000,1957-01,1999-08S,,S 4558,,,,,,,,,,,
LQ Peg,21:36:19.12,+11:40:54.4,0.00497,0.0039,-6E-05,0.00389,2000738,66,-29,ux,,,,14.0B-17.5B,2006-22,2006-22,1994-49,1986-06,1984-10S,*,Peg6, PG 2133+115,Y,,,,,,,,,
CE Gru,21:37:56.43,-43:42:13.6,,,,,,357,-48,am,0.0754,,,18.0B-20.7B,ICRS,,1995-41,1981-14,1983-13S,1988-28,Gru2, Hawkins V1,,,,,,,,,,
Cap2,21:39:58.4,-23:11:44.,,,,,,27,-47,ug,,,G,16.4v-19.1V,ICRS,,1983-11,1983-11*,1983-11S,,NGC 7099 V4, NSV 257,,,,,,,,,,
V1570 Cyg,21:40:16.89,+47:59:48.5,,,,,,,,non-cv,,,,- ,,,1992-06*,,,,S 9726,,,,,,,,,,,
V1251 Cyg,21:40:54.40,+48:39:43.3,,,,,,94,-3,ugsu,,,,12.5p-<15p,2001-07,,1995-41,1995-27*,,*,Wr 160,,,,,,,,,,,
CF Gru,21:41:22.98,-45:04:31.4,,,,,,355,-48,ug,,,,>18.7B-20.4B,ICRS,,1987-10,1987-10,1987-10S,*,Gru3, 2138-453,,,,,,,,,,
Q Cyg,21:41:43.93,+42:50:29.1,0.0029,0.0054,-0.0039,0.0054,2000,90,-7,na,0.4202,1876.90,,3.0v-15.6v,2004-105,2004-105,1987-08,1987-08,1986-08S,2003-85,BD +42 4182a,Y,,,,,,,,,,
V1668 Cyg,21:42:35.22,+44:01:54.9,,,,,,91,-7,na,0.1384,1978.69,,6.7p-19.8B,C00002,,1987-08,1987-08,1980-02X:,1990-38,,Y,,,,,,,,,,
SS Cyg,21:42:42.80,+43:35:09.9,0.1101,0.0021,0.03,0.0019,2000,91,-7,ugss,0.27513,,,8.2v-12.1v,2004-105,2004-105,1983-12,1983-12,1983-12S,1990-35,BD +42 4189a,Y,Y,Y,Y,Y,Y,,Y,Y,Y,
V1760 Cyg,21:42:57.00,+31:27:31.4,,,,,,,,non-cv,,,,- ,,,1987-08*,,,,,,,,,,,,,,,
Cyg,21:42:58.96,+31:34:42.7,-6,1,-2,3,2000,82,-16,UG:,,,,12.8V-<17.0V,2003-115,2003-115,T00002,1980-07,,,NSV 25747,,,,,,,,,,,
Cyg,21:43:32.94,+46:12:22.2,,,,,,92,-5,ug,,,,15.6c-<19.0c,2005-84,,2005-85,A9999-99,2005-85X:,,Var. near UGC 11800,,,,,,,,,,,
Peg,21:43:54.60,+12:44:57.8,0.0003,0.0039,-0.00054,0.00389,2001712,68,-30,nl/ug,,,,16.2s-,2006-22,2006-22,2005-32,A9999-99,2005-32S,,SDSS J214354+124458,,,,,,,,,,,
V2209 Cyg,21:44:03.78,+44:39:02.2,0.01,3,-12,3,2000,91,-6,ug:,,,,15.3B-<17.5B,2003-115,2003-115,1999-20,1999-20,,,Antipin V66,,,,,,,,,,,
V1089 Cyg,21:44:17.70,+47:54:49.8,,,,,,94,-4,UGSS,,,,15.0p-18.5p,ICRS,,T00000,1964-01,1999-08S,,S 8411,,,,,,,,,,,
Aqr,21:48:50.,-02:06:22.2,,,,,,55,-40,cv,,,,16.8c-<18.9c,2005-88,,2005-88,A9999-99*,,,ROTSE3 J214850,,,,,,,,,,,
Cyg5,21:51:43.23,+43:09:23.8,,,,,,,,non-cv,,,,- ,,,1999-09*,,,,NSV 13904,,,,,,,,,,,
LS Peg,21:51:57.93,+14:06:53.3,0.0167,2,-0.0139,2,1991.25,71,-30,dq:,0.174774,,,11.6V-13.0V,2000-110,2000-110,1992-32,A00001,1988-03S,1999-77,Peg2, S193/NSV 13903,Y,,,,,,Y,Y,Y,
Cap,21:54:11.13,-09:01:21.7,,,,,,48,-44,cv,,,,19.2s-,2003-22,,2003-22,A9999-99,2003-22S,,SDSS J215411-090122,,,,,,,,,,,
Peg,21:54:33.66,+35:50:17.4,,,,,,87,-14,ugsu:,,,,14.0p-<18.1p,2004-73,,2004-73,2004-73,,*,Antipin V79,,,,,,,Y,,,,
V1404 Cyg,21:57:16.39,+52:12:00.7,4,0,0,5,2000,98,-2,ugZ,,,,15.7p-<17.7p,2003-115,2003-115,1987-04/T00000,1971-03,,,VV 288,,,,,,,,,,,
V388 Peg,21:57:32.30,+08:55:15.4,-8,4,-8,2,2000,67,-35,am,0.14063,,,17.5V- ,2003-115,2003-115,2000-12,2000-12,2000-12S,2000-12,RX J2157.5+0855,,,,,,,Y,,,,
Ind,21:59:54.6,-68:50:36.0,,,,,,322,-41,ug,,,,11.0p-17.8B,2006-07,,2006-07,A9999-99,,,NSV 13983,,,,,,,,,,,
BG Lac,22:00:25.17,+43:26:43.4,,,,,,,,non-cv,,,,- ,,,T00000*,,,,BD +42 4267,,,,,,,,,,,
Cyg,22:02:41.84,+46:39:06.9,,,,,,95,-7,ugsu:,,,,15.7p-<17.8p,2003-76,,2003-76,A9999-99,,,Antipin V76,,,,,,,,,,,
Cep,22:02:43.06,+59:03:20.3,,,,,,103,3,n:,,1969.93,,17.2B-,ICRS,,2000-42*,2000-42*,,,Lanning 420,,,,,,,,,,,
IV Cep,22:04:36.88,+53:30:23.7,-0.0166,5,-0.0019,5,2000,100,-2,na,,1971.52,,7.5B-17.2B,2004-106,2004-106,1987-08,1987-08,1996-14S,,,,,,,,,,,,,
PS Lac,22:05:39.86,+51:39:00.7,-0.0129,5,0.0074,5,2000,99,-3,ugSS,,,,15.0p-17.6p,2004-106,2004-106,1987-04/T00000,1987-04*,,,VV 442,,,,,,,,,,,
Peg,22:05:53.98,+11:55:53.7,0.0136,0.0039,-0.00904,0.00389,2001712,72,-34,cv,,,,20.1s-,2006-22,2006-22,2003-22,A9999-99,2003-22S,,SDSS J220553+115554,,Y,,,,,,,,,
UU Aqr,22:09:05.76,-03:46:17.7,-0.0063,0.0027,-0.0376,0.0028,2000,57,-45,ux,0.16358,,,13.5V-15.5V,2004-105,2004-105,1996-22,A00001,1988-03S,1994-58,32.1963/StHA 196,,,,,,,,,,,
Cep,22:13:45.55,+57:01:14.4,,,,,,103,0,n:,,1983.42,,7.5p- ,1983-04,,1983-04,A9999-99*,,,NSV 25861,,,,,,,,,,,
